PopulationGroupTypeID,TripPurposeID,Mode,Intercept,BetaWaitAccessTime,BetaTravelTime,BetaMonetaryCost,BikeShare_Bike,Intercept_Pooled,BetaWaitAccessTime_Pooled,BetaTravelTime_Pooled,BetaMonetaryCost_Pooled,BikeShare_Bike_Pooled,Intercept_Pooled_EW,BetaWaitAccessTime_Pooled_EW,BetaTravelTime_Pooled_EW,BetaMonetaryCost_Pooled_EW,BikeShare_Bike_Pooled_EW,BetaWaitTime,BetaAccessTime,BetaWaitTime_Pooled,BetaAccessTime_Pooled,BetaTravelTimeMixed
LowIncNoVeh,medical,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,medical,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,medical,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,medical,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,medical,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,medical,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,medical,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,medical,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,medical,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,medical,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,medical,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,medical,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVeh,medical,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
LowIncVeh,medical,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
HighIncNoVeh,medical,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
HighIncVeh,medical,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
LowIncNoVeh,medical,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVeh,medical,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVeh,medical,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVeh,medical,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,medical,auto,-3.602,-0.128,-0.019,-0.047,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,medical,auto,0.0,-0.128,-0.019,-0.047,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,medical,auto,-3.602,-0.14800000000000002,-0.065,-0.019,0.0,-3.466,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-3.503,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,medical,auto,0.0,-0.14800000000000002,-0.065,-0.019,0.0,0.0,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,0.0,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,medical,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,medical,bus,-2.8960000000000004,-0.128,-0.012,-0.047,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,medical,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,medical,bus,-2.8960000000000004,-0.14800000000000002,-0.049,-0.019,0.0,-2.875,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.0580000000000003,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,medical,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,medical,rail,-3.234,-0.128,-0.012,-0.047,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,medical,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,medical,rail,-3.234,-0.14800000000000002,-0.049,-0.019,0.0,-3.153,-0.142,-0.027999999999999997,-0.022000000000000002,0.0,-3.385,-0.13,-0.027999999999999997,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,medical,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,medical,ridehail,-5.186,-0.128,-0.019,-0.047,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,medical,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,medical,ridehail,-5.186,-0.14800000000000002,-0.065,-0.019,0.0,-5.191,-0.142,-0.044000000000000004,-0.022000000000000002,0.0,-5.166,-0.13,-0.044000000000000004,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
LowIncNoVehSenior,medical,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
LowIncVehSenior,medical,bike,-3.168,-0.128,-0.040999999999999995,-0.047,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.019,0.6659999999999999,-0.128,-0.128,-0.142,-0.142,-0.040999999999999995
HighIncNoVehSenior,medical,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
HighIncVehSenior,medical,bike,-3.168,-0.14800000000000002,-0.0415,-0.019,0.654,-3.1319999999999997,-0.142,-0.081,-0.022000000000000002,0.667,-3.133,-0.13,-0.081,-0.04,0.6659999999999999,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,-0.0415
LowIncNoVehSenior,medical,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
LowIncVehSenior,medical,walk,0.825,-0.128,-0.08199999999999999,-0.047,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.019,0.0,-0.128,-0.128,-0.142,-0.142,0.0
HighIncNoVehSenior,medical,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
HighIncVehSenior,medical,walk,0.825,-0.14800000000000002,-0.083,-0.019,0.0,0.825,-0.142,-0.081,-0.022000000000000002,0.0,0.831,-0.13,-0.081,-0.04,0.0,-0.14800000000000002,-0.14800000000000002,-0.142,-0.142,0.0
