OriginMicrotypeID,DestinationMicrotypeID,DistanceBinID,From,A_1,B_1,C_1,D_1,E_1,F_1,A_2,B_2,C_2,D_2,E_2,F_2,A_3,B_3,C_3,D_3,E_3,F_3,A_4,B_4,C_4,D_4,E_4,F_4,A_5,B_5,C_5,D_5,E_5,F_5,A_6,B_6,C_6,D_6,E_6,F_6
A_1,A_3,long,A_1,0.0796023320919956,0,0,0,0,0,0.3404005564358,0,0,0,0,0,0.525344197081603,0,0,0,0,0,0.0354820081674961,0,0,0,0,0,0.0113537806636968,0,0,0,0,0,0.00781712555940772,0,0,0,0,0
A_1,A_3,long,A_2,0.134823133915392,0,0,0,0,0,0.0676324217031343,0,0,0,0,0,0.749812936436491,0,0,0,0,0,0.0430636665231068,0,0,0,0,0,0.00466784142187643,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,long,A_3,0.284754723144468,0,0,0,0,0,0.29643852014895,0,0,0,0,0,0.258527514550173,0,0,0,0,0,0.105223237735004,0,0,0,0,0,0.0193097745012822,0,0,0,0,0,0.0330954605597632,0,0,0,0,0
A_1,A_3,long,A_4,0.146876363898324,0,0,0,0,0,0.172311520910599,0,0,0,0,0,0.678282041950619,0,0,0,0,0,0,0,0,0,0,0,0.00253007324045914,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,long,A_5,0.343050893388793,0,0,0,0,0,0.0820431742943198,0,0,0,0,0,0.515040134465234,0,0,0,0,0,0.0399543262906067,0,0,0,0,0,0.0199114715610463,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,long,A_6,0.0798092663381253,0,0,0,0,0,0.27268429738821,0,0,0,0,0,0.647506436273665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,medium,A_1,0.0225928297513812,0,0,0,0,0,0.252592474644671,0,0,0,0,0,0.669244556472659,0,0,0,0,0,0.0437451509925102,0,0,0,0,0,0.000329331789053692,0,0,0,0,0,0.0114956563497248,0,0,0,0,0
A_1,A_3,medium,A_2,0.0130625591716408,0,0,0,0,0,0.00763664153377127,0,0,0,0,0,0.952986760722854,0,0,0,0,0,0.0236181777141357,0,0,0,0,0,0.00269586085759825,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,medium,A_3,0.203159020440482,0,0,0,0,0,0.0709072272375645,0,0,0,0,0,0.707738643979489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,medium,A_4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
