cost_group,f_sys,MicrotypeID,fsys_weight,microtype,Location,Functional Class,Category,Resurface Existing Lane (RESURFACING),"Add Lane, If No Obstacles (Normal Cost)","Add Lane, If Obstacle Code A",cost_class,restripe,add_obsA,add_noobs,LaneDedicationPerLaneMile,ROWConstructionPerLaneMile,
4,4,H_6,0.213846367,6,URBAN,Minor Arterial,Small Urban,476000,2000000,4404000,urban_xsmall,476000,4404000,2000000,457205.0269,4282068.717,0.051989337
4,5,H_6,0.541262633,6,URBAN,Major Collector,Small Urban,415000,1760000,3856000,urban_xsmall,415000,3856000,1760000,457205.0269,4282068.717,0.051989337
4,6,H_6,0.003657918,6,URBAN,Minor Collector,Small Urban,372000,1600000,3364000,urban_xsmall,372000,3364000,1600000,457205.0269,4282068.717,0.051989337
4,7,H_6,5.56E-06,6,URBAN,Local,Small Urban,341000,1497000,3003000,urban_xsmall,341000,3003000,1497000,457205.0269,4282068.717,0.051989337
4,1,I_2,0.013315222,2,URBAN,Interstate,Small Urban,589000,2379000,5848000,urban_xsmall,589000,5848000,2379000,468567.9115,4382343.746,0.053281425
4,2,I_2,0,2,URBAN,Other Freeway and Expressway,Small Urban,557000,2287000,5378000,urban_xsmall,557000,5378000,2287000,468567.9115,4382343.746,0.053281425
4,3,I_2,0.25750403,2,URBAN,Other Principal Arterial,Small Urban,527000,2199000,5019000,urban_xsmall,527000,5019000,2199000,468567.9115,4382343.746,0.053281425
4,4,I_2,0.373956184,2,URBAN,Minor Arterial,Small Urban,476000,2000000,4404000,urban_xsmall,476000,4404000,2000000,468567.9115,4382343.746,0.053281425
4,5,I_2,0.345953636,2,URBAN,Major Collector,Small Urban,415000,1760000,3856000,urban_xsmall,415000,3856000,1760000,468567.9115,4382343.746,0.053281425
4,6,I_2,0.009204318,2,URBAN,Minor Collector,Small Urban,372000,1600000,3364000,urban_xsmall,372000,3364000,1600000,468567.9115,4382343.746,0.053281425
4,7,I_2,6.66E-05,2,URBAN,Local,Small Urban,341000,1497000,3003000,urban_xsmall,341000,3003000,1497000,468567.9115,4382343.746,0.053281425
4,1,I_3,0.471594585,3,URBAN,Interstate,Small Urban,589000,2379000,5848000,urban_xsmall,589000,5848000,2379000,520377.4136,5024490.943,0.059172746
4,2,I_3,0,3,URBAN,Other Freeway and Expressway,Small Urban,557000,2287000,5378000,urban_xsmall,557000,5378000,2287000,520377.4136,5024490.943,0.059172746
4,3,I_3,0.128203531,3,URBAN,Other Principal Arterial,Small Urban,527000,2199000,5019000,urban_xsmall,527000,5019000,2199000,520377.4136,5024490.943,0.059172746
4,4,I_3,0.150436794,3,URBAN,Minor Arterial,Small Urban,476000,2000000,4404000,urban_xsmall,476000,4404000,2000000,520377.4136,5024490.943,0.059172746
4,5,I_3,0.244753796,3,URBAN,Major Collector,Small Urban,415000,1760000,3856000,urban_xsmall,415000,3856000,1760000,520377.4136,5024490.943,0.059172746
4,6,I_3,0.005011284,3,URBAN,Minor Collector,Small Urban,372000,1600000,3364000,urban_xsmall,372000,3364000,1600000,520377.4136,5024490.943,0.059172746
4,7,I_3,0,3,URBAN,Local,Small Urban,341000,1497000,3003000,urban_xsmall,341000,3003000,1497000,520377.4136,5024490.943,0.059172746
4,1,I_4,0,4,URBAN,Interstate,Small Urban,589000,2379000,5848000,urban_xsmall,589000,5848000,2379000,473866.3678,4439372.716,0.053883918
4,2,I_4,0,4,URBAN,Other Freeway and Expressway,Small Urban,557000,2287000,5378000,urban_xsmall,557000,5378000,2287000,473866.3678,4439372.716,0.053883918
4,3,I_4,0.348051914,4,URBAN,Other Principal Arterial,Small Urban,527000,2199000,5019000,urban_xsmall,527000,5019000,2199000,473866.3678,4439372.716,0.053883918
4,4,I_4,0.326287474,4,URBAN,Minor Arterial,Small Urban,476000,2000000,4404000,urban_xsmall,476000,4404000,2000000,473866.3678,4439372.716,0.053883918
4,5,I_4,0.325219139,4,URBAN,Major Collector,Small Urban,415000,1760000,3856000,urban_xsmall,415000,3856000,1760000,473866.3678,4439372.716,0.053883918
4,6,I_4,0.000441465,4,URBAN,Minor Collector,Small Urban,372000,1600000,3364000,urban_xsmall,372000,3364000,1600000,473866.3678,4439372.716,0.053883918
4,7,I_4,0,4,URBAN,Local,Small Urban,341000,1497000,3003000,urban_xsmall,341000,3003000,1497000,473866.3678,4439372.716,0.053883918
1,1,I_6,0.043870965,6,RURAL,Interstate,Flat,336000,1625000,4511000,rural_flat,336000,4511000,1625000,262198.7873,1328841.87,0.029814942
1,2,I_6,0.005547853,6,RURAL,Other Freeway and Expressway,Flat,316000,1557000,4254000,rural_flat,316000,4254000,1557000,262198.7873,1328841.87,0.029814942
1,3,I_6,0.201077145,6,RURAL,Other Principal Arterial,Flat,296000,1491000,4073000,rural_flat,296000,4073000,1491000,262198.7873,1328841.87,0.029814942
1,4,I_6,0.218416404,6,RURAL,Minor Arterial,Flat,269000,1360000,3685000,rural_flat,269000,3685000,1360000,262198.7873,1328841.87,0.029814942
1,5,I_6,0.530056985,6,RURAL,Major Collector,Flat,240000,1228000,3382000,rural_flat,240000,3382000,1228000,262198.7873,1328841.87,0.029814942
1,6,I_6,0.001030646,6,RURAL,Minor Collector,Flat,212000,1117000,3046000,rural_flat,212000,3046000,1117000,262198.7873,1328841.87,0.029814942
1,7,I_6,0,6,RURAL,Local,Flat,192000,1043000,2808000,rural_flat,192000,2808000,1043000,262198.7873,1328841.87,0.029814942
1,1,I_7,,7,RURAL,Interstate,Flat,336000,1625000,4511000,rural_flat,336000,4511000,1625000,,,0
1,2,I_7,,7,RURAL,Other Freeway and Expressway,Flat,316000,1557000,4254000,rural_flat,316000,4254000,1557000,,,0
1,3,I_7,,7,RURAL,Other Principal Arterial,Flat,296000,1491000,4073000,rural_flat,296000,4073000,1491000,,,0
1,4,I_7,,7,RURAL,Minor Arterial,Flat,269000,1360000,3685000,rural_flat,269000,3685000,1360000,,,0
1,5,I_7,,7,RURAL,Major Collector,Flat,240000,1228000,3382000,rural_flat,240000,3382000,1228000,,,0
1,6,I_7,,7,RURAL,Minor Collector,Flat,212000,1117000,3046000,rural_flat,212000,3046000,1117000,,,0
1,7,I_7,,7,RURAL,Local,Flat,192000,1043000,2808000,rural_flat,192000,2808000,1043000,,,0
,,,,,,,,,,,,,,,,,
